#   Full data used in Becker et al. 2018
# data sources: K2 campaign 5 (K2 C5)
#               K2 campaign 18 (K2 C18)
#               HATNet survey (HAT)
#               Kelt (KELT)
#               WASP (WASP)
#   Errors are uniquely derived for HAT/KELT/WASP
# data sets. 
#   In the paper, we scale errors so that flat line 
# model has a chi-sq of 1, but that scaling is not
# reflected in this data file. 
#   K2 errors are set to the K2 precision for each 
# K2 campaign.
# Flux and error are normalized.
# BJD and BJD-2454833 are given in days.
#
,BJD,BJD-2454833,Flux,Error,Data_Source
19344,2455864.94,1031.939982,0.996383228,0.00354,KELT
19345,2455864.948,1031.948178,0.990755034,0.00355,KELT
19346,2455864.956,1031.956371,0.99142143,0.00352,KELT
19347,2455864.967,1031.967139,0.99725547,0.00347,KELT
19348,2455864.98,1031.980179,1.003983489,0.00343,KELT
19349,2455864.993,1031.993215,0.998956239,0.00347,KELT
19350,2455865.006,1032.006253,1.002052624,0.00344,KELT
19351,2455865.017,1032.017023,0.998643448,0.00334,KELT
19352,2455865.025,1032.024861,0.994598429,0.00398,KELT
19353,2455865.03,1032.029681,0.996358991,0.00529,KELT
19354,2455865.947,1032.947299,1.003317891,0.00348,KELT
19355,2455865.955,1032.95549,1.001674278,0.00345,KELT
19356,2455865.966,1032.966259,0.998358341,0.00348,KELT
19357,2455865.979,1032.979289,0.999766271,0.00355,KELT
19358,2455865.992,1032.992323,0.998551469,0.00353,KELT
19359,2455866.005,1033.005356,1.000291301,0.00351,KELT
19360,2455866.016,1033.016105,1.003983489,0.00344,KELT
19361,2455866.022,1033.021585,0.998876859,0.004,KELT
19362,2455866.026,1033.026399,0.999290986,0.00435,KELT
19363,2455866.934,1033.93446,0.998983843,0.00336,KELT
19364,2455866.943,1033.942622,1.001443649,0.00334,KELT
19365,2455866.951,1033.95079,1.002625029,0.00336,KELT
19366,2455866.961,1033.961492,0.999646566,0.00331,KELT
19367,2455866.974,1033.974466,1.001166965,0.00329,KELT
19368,2455866.987,1033.987443,1.006798664,0.00328,KELT
19369,2455867,1034.000416,0.998597458,0.00347,KELT
19370,2455867.013,1034.013394,0.999738645,0.00338,KELT
19371,2455867.019,1034.018842,0.998113476,0.00376,KELT
19372,2455867.024,1034.023637,1.000552827,0.00391,KELT
19373,2455867.028,1034.02843,0.993829161,0.00471,KELT
19374,2455867.559,1034.55893,1.008237236,0.00386,KELT
19375,2455867.569,1034.568739,1.002200771,0.00383,KELT
19376,2455867.581,1034.580708,0.999536672,0.00368,KELT
19377,2455867.937,1034.937254,0.995282539,0.00348,KELT
19378,2455867.945,1034.945417,1.003558195,0.00344,KELT
19379,2455867.956,1034.956145,0.999407199,0.00348,KELT
19380,2455867.969,1034.969129,1.003576682,0.0035,KELT
19381,2455867.982,1034.982118,1.000199171,0.00347,KELT
19382,2455867.995,1034.995099,0.995080878,0.00355,KELT
19383,2455868.008,1035.008087,1.001914188,0.00358,KELT
19384,2455868.016,1035.01588,1.001078297,0.00368,KELT
19385,2455868.021,1035.020681,1.004273914,0.00367,KELT
19386,2455868.025,1035.025479,1.003543381,0.0041,KELT
19387,2455868.03,1035.030271,1.003682049,0.00517,KELT
19388,2455868.558,1035.55806,0.999914192,0.00411,KELT
19389,2455868.568,1035.567778,0.994870911,0.00418,KELT
19390,2455868.58,1035.579622,0.996301382,0.00384,KELT
19391,2455868.935,1035.934852,1.002809745,0.00378,KELT
19392,2455868.943,1035.943048,1.004908664,0.00365,KELT
19393,2455868.954,1035.953815,0.997880281,0.00374,KELT
19394,2455868.967,1035.96686,0.999269128,0.00379,KELT
19395,2455868.98,1035.979888,0.997788373,0.00371,KELT
19396,2455868.993,1035.992916,1.003576682,0.00375,KELT
19397,2455869.006,1036.005943,0.999471638,0.00367,KELT
19398,2455869.014,1036.01377,1.005134589,0.00372,KELT
19399,2455869.019,1036.018589,1.006144277,0.0037,KELT
19400,2455869.023,1036.023405,0.997709028,0.00379,KELT
19401,2455869.028,1036.02822,1.000552827,0.00431,KELT
19402,2455869.552,1036.552402,1.004603606,0.00395,KELT
19403,2455869.562,1036.562155,1.004381564,0.0037,KELT
19404,2455869.574,1036.573979,0.993900096,0.00364,KELT
19405,2455869.936,1036.935987,1.004853129,0.00343,KELT
19406,2455869.944,1036.944143,0.999241516,0.00352,KELT
19407,2455869.955,1036.954864,1.004788343,0.00344,KELT
19408,2455869.968,1036.967838,1.001831136,0.00346,KELT
19409,2455869.981,1036.980812,0.99863425,0.00345,KELT
19410,2455869.994,1036.99379,1.003327132,0.00334,KELT
19411,2455870.005,1037.004504,1.002837456,0.00382,KELT
19412,2455870.012,1037.012217,0.997369051,0.00348,KELT
19413,2455870.017,1037.017016,0.998840056,0.00412,KELT
19414,2455870.022,1037.021824,1.000829356,0.0021,KELT
19415,2455870.027,1037.026617,1.00597747,0.00481,KELT
19416,2455870.034,1037.03378,1.000479099,0.00669,KELT
19417,2455871.924,1038.923723,0.991640617,0.00188,KELT
19418,2455872.014,1039.014468,0.99855488,0.00205,KELT
19419,2455872.026,1039.026439,0.994232037,0.00169,KELT
19420,2455872.543,1039.54343,0.991075482,0.00422,KELT
19421,2455872.553,1039.553195,0.989379101,0.00414,KELT
19422,2455872.565,1039.565058,0.997311283,0.00361,KELT
19423,2455872.579,1039.579152,0.993012539,0.00383,KELT
19424,2455872.945,1039.944517,0.994613548,0.00043,KELT
19425,2455872.996,1039.996487,0.997917047,0.00368,KELT
19426,2455873.004,1040.004218,0.998168641,0.00363,KELT
19427,2455873.017,1040.017338,0.999935523,0.00267,KELT
19428,2455873.032,1040.031677,1.003330794,0.00348,KELT
19429,2455873.541,1040.540695,0.998791258,0.00497,KELT
19430,2455873.55,1040.55044,0.996310558,0.00482,KELT
19431,2455873.562,1040.562322,0.997320469,0.00422,KELT
19432,2455873.576,1040.576476,1.001647087,0.00444,KELT
19433,2455873.907,1040.906757,0.996575974,0.00328,KELT
19434,2455873.914,1040.913951,1.003724593,0.0033,KELT
19435,2455873.923,1040.923422,0.999526875,0.00287,KELT
19436,2455873.928,1040.928157,0.994137281,0.00286,KELT
19437,2455873.933,1040.932892,0.999149482,0.00286,KELT
19438,2455873.941,1040.941379,1.002652734,0.00297,KELT
19439,2455873.952,1040.95214,0.997852708,0.00305,KELT
19440,2455873.963,1040.962895,0.999471638,0.00305,KELT
19441,2455873.974,1040.97365,0.991868988,0.0031,KELT
19442,2455873.984,1040.984409,1.006752298,0.00326,KELT
19443,2455874.004,1041.004483,1.005606886,0.00224,KELT
19444,2455874.916,1041.916277,1.008813007,0.00548,KELT
19445,2455874.921,1041.921015,0.999121874,0.00534,KELT
19446,2455874.926,1041.925749,1.000318942,0.0054,KELT
19447,2455874.93,1041.930487,0.998597458,0.0055,KELT
19448,2455874.939,1041.938986,0.997227914,0.00521,KELT
19449,2455874.95,1041.94975,1.004529239,0.00493,KELT
19450,2455874.961,1041.960527,1.00124074,0.00527,KELT
19451,2455874.971,1041.971301,1.007151115,0.00503,KELT
19452,2455874.982,1041.982074,1.000475588,0.00495,KELT
19453,2455874.992,1041.992186,1.00433867,0.00406,KELT
19454,2455875.001,1042.000552,0.998665261,0.00402,KELT
19455,2455875.009,1042.008916,0.9943511,0.00379,KELT
19456,2455875.017,1042.017282,0.996900623,0.0037,KELT
19457,2455875.024,1042.024481,0.997304744,0.00366,KELT
19458,2455875.032,1042.031682,0.996928172,0.00377,KELT
19459,2455875.914,1042.914052,0.993853461,0.00573,KELT
19460,2455875.919,1042.918771,0.9942838,0.00566,KELT
19461,2455875.924,1042.923505,1.004436718,0.00554,KELT
19462,2455875.928,1042.928233,0.999425609,0.00573,KELT
19463,2455875.947,1042.947386,1.002782036,0.00625,KELT
19464,2455875.955,1042.954602,0.998367537,0.00483,KELT
19465,2455875.969,1042.969023,0.994219695,0.00656,KELT
19466,2455875.976,1042.976242,0.999830734,0.0052,KELT
19467,2455875.983,1042.983455,1.003447278,0.00524,KELT
19468,2455875.991,1042.991277,0.999557958,0.0047,KELT
19469,2455875.997,1042.997362,1.004875384,0.0047,KELT
19470,2455876.003,1043.003437,0.99930019,0.00481,KELT
19471,2455876.01,1043.009524,0.996790437,0.00453,KELT
19472,2455876.014,1043.014251,1.000221094,0.00445,KELT
19473,2455876.019,1043.018991,1.002822617,0.0046,KELT
19474,2455876.024,1043.023728,1.002443962,0.00438,KELT
19475,2455876.028,1043.02846,0.993545415,0.00444,KELT
19476,2455876.033,1043.033192,0.993444751,0.00542,KELT
19477,2455888.507,1055.507367,0.99079255,0.00351,KELT
19478,2455888.519,1055.519245,1.002330008,0.00371,KELT
19479,2455888.533,1055.533394,0.999711603,0.00337,KELT
19480,2455888.545,1055.545185,0.996567529,0.00339,KELT
19481,2455888.557,1055.557028,1.001831615,0.00339,KELT
19482,2455888.569,1055.568848,1.007810161,0.00333,KELT
19483,2455888.883,1055.883457,0.999315149,0.00408,KELT
19484,2455888.892,1055.891606,0.996071243,0.00421,KELT
19485,2455888.902,1055.902319,1.007188222,0.00405,KELT
19486,2455888.915,1055.915293,1.000613825,0.00404,KELT
19487,2455888.928,1055.928271,0.999213905,0.00401,KELT
19488,2455888.941,1055.941259,1.002015706,0.00394,KELT
19489,2455888.952,1055.951979,0.995429227,0.004,KELT
19490,2455888.96,1055.959693,1.000644995,0.00365,KELT
19491,2455888.968,1055.968014,1.000414592,0.00368,KELT
19492,2455888.976,1055.976339,0.995927733,0.00375,KELT
19493,2455888.989,1055.989268,0.994497658,0.00348,KELT
19494,2455889.002,1056.002213,1.007108595,0.00416,KELT
19495,2455889.015,1056.015154,1.001152069,0.00389,KELT
19496,2455889.026,1056.02584,1.004986464,0.00406,KELT
19497,2455889.034,1056.034269,1.005504999,0.00431,KELT
19498,2455889.039,1056.03898,1.004810593,0.00429,KELT
19499,2455889.044,1056.043689,1.003765259,0.00575,KELT
19500,2455889.872,1056.871899,0.996585153,0.00355,KELT
19501,2455889.88,1056.88006,1.001738863,0.00342,KELT
19502,2455889.888,1056.888216,0.997852708,0.00322,KELT
19503,2455889.899,1056.89893,0.996612692,0.00325,KELT
19504,2455889.912,1056.911902,1.002883641,0.00202,KELT
19505,2455889.925,1056.924879,1.00172041,0.00252,KELT
19506,2455889.938,1056.937877,1.009714731,0.00225,KELT
19507,2455889.949,1056.948597,0.992645844,0.00331,KELT
19508,2455889.959,1056.95865,1.005569835,0.00362,KELT
19509,2455889.967,1056.966974,1.004690278,0.00359,KELT
19510,2455889.975,1056.975296,0.998481299,0.00453,KELT
19511,2455890.014,1057.014146,1.002351628,0.00381,KELT
19512,2455891.498,1058.497586,1.012079743,0.00371,KELT
19513,2455891.507,1058.507363,1.001471818,0.00364,KELT
19514,2455891.519,1058.519253,0.994220543,0.00377,KELT
19515,2455891.531,1058.531111,1.003059586,0.00152,KELT
19516,2455891.543,1058.542971,0.993149738,0.00327,KELT
19517,2455891.555,1058.554837,0.996182097,0.00329,KELT
19518,2455891.567,1058.566672,0.991166768,0.0033,KELT
19519,2455891.587,1058.587078,0.994041098,0.00283,KELT
19520,2455892.869,1059.868852,1.000466373,0.00379,KELT
19521,2455892.877,1059.877006,0.997402449,0.00371,KELT
19522,2455892.888,1059.887703,0.993295213,0.00368,KELT
19523,2455892.901,1059.900681,0.989870243,0.00386,KELT
19524,2455892.914,1059.913652,1.000623041,0.00381,KELT
19525,2455892.927,1059.926627,1.002615794,0.00386,KELT
19526,2455892.94,1059.939613,0.996383228,0.00388,KELT
19527,2455892.95,1059.94967,0.999769745,0.00344,KELT
19528,2455892.958,1059.957992,0.996340636,0.00328,KELT
19529,2455892.966,1059.966314,0.998315762,0.00335,KELT
19530,2455892.979,1059.979259,1.000488315,0.00328,KELT
19531,2455892.992,1059.99221,0.999714492,0.00366,KELT
19532,2455893.018,1060.018098,1.004755061,0.0038,KELT
19533,2455893.027,1060.026526,0.998039928,0.00366,KELT
19534,2455893.031,1060.031232,0.997056741,0.00342,KELT
19535,2455893.036,1060.035944,0.997690648,0.00355,KELT
19536,2455893.041,1060.040654,0.994864148,0.00396,KELT
19537,2455893.492,1060.492257,1.003290575,0.00337,KELT
19538,2455893.502,1060.502022,1.000632795,0.00345,KELT
19539,2455893.871,1060.870665,0.99801816,0.00384,KELT
19540,2455893.879,1060.878819,1.001812681,0.00394,KELT
19541,2455893.89,1060.889533,0.99750351,0.00382,KELT
19542,2455893.903,1060.902507,1.003475006,0.00377,KELT
19543,2455893.915,1060.91549,1.003669124,0.00386,KELT
19544,2455893.928,1060.928458,0.997815944,0.00379,KELT
19545,2455893.939,1060.939174,1.002504981,0.00376,KELT
19546,2455893.947,1060.94689,0.999631618,0.00343,KELT
19547,2455893.955,1060.95521,0.999484303,0.00356,KELT
19548,2455893.964,1060.963529,0.997874464,0.00343,KELT
19549,2455893.976,1060.976471,0.997966385,0.00349,KELT
19550,2455894.002,1061.002341,1.000792481,0.00393,KELT
19551,2455894.015,1061.01528,0.999116111,0.00374,KELT
19552,2455894.026,1061.025967,0.999889471,0.00349,KELT
19553,2455894.031,1061.030683,0.996505846,0.00356,KELT
19554,2455894.035,1061.035393,0.998407724,0.0036,KELT
19555,2455894.04,1061.040102,1.000423807,0.00378,KELT
19556,2455894.521,1061.520751,0.997403143,0.00324,KELT
19557,2455894.533,1061.532559,1.000559069,0.0035,KELT
19558,2455894.547,1061.5465,1.004335312,0.0041,KELT
19559,2455894.864,1061.863701,1.00131452,0.00324,KELT
19560,2455894.872,1061.871888,1.004362708,0.00345,KELT
19561,2455894.883,1061.882633,1.001600471,0.00328,KELT
19562,2455894.896,1061.895666,0.997595392,0.0033,KELT
19563,2455894.909,1061.908674,1.005066028,0.00344,KELT
19564,2455894.922,1061.921702,0.998882632,0.00319,KELT
19565,2455894.935,1061.934731,0.994311275,0.00384,KELT
19566,2455894.945,1061.944825,1.002951947,0.00362,KELT
19567,2455894.953,1061.953176,0.999143721,0.00335,KELT
19568,2455894.962,1061.961533,0.993426449,0.00333,KELT
19569,2455894.975,1061.974519,0.996258042,0.00318,KELT
19570,2455894.988,1061.987515,0.99299646,0.00327,KELT
19571,2455895.001,1062.000514,1.001437987,0.00299,KELT
19572,2455895.014,1062.013526,0.996001125,0.0023,KELT
19573,2455895.022,1062.02169,0.995166604,0.00278,KELT
19574,2455895.026,1062.026424,0.999539544,0.00341,KELT
19575,2455895.031,1062.031157,1.001677853,0.00326,KELT
19576,2455895.486,1062.486426,0.988076869,0.00367,KELT
19577,2455895.496,1062.496301,1.0009001,0.00385,KELT
19578,2455895.508,1062.50821,0.998147521,0.0038,KELT
19579,2455895.52,1062.520132,1.007838008,0.00356,KELT
19580,2455895.532,1062.532023,0.998147521,0.00338,KELT
19581,2455895.544,1062.543853,0.992162327,0.00337,KELT
19582,2455895.556,1062.555681,1.004853461,0.00354,KELT
19583,2455895.568,1062.567549,1.009482356,0.00377,KELT
19584,2455895.575,1062.574606,0.994718866,0.0031,KELT
19585,2455895.581,1062.581417,1.000222161,0.00286,KELT
19586,2455895.588,1062.588187,1.002158729,0.00312,KELT
19587,2455895.864,1062.863999,1.000696776,0.00366,KELT
19588,2455895.872,1062.872187,1.006557584,0.00373,KELT
19589,2455895.883,1062.882947,0.999738645,0.00371,KELT
19590,2455895.896,1062.895965,1.010300818,0.00357,KELT
19591,2455895.909,1062.908989,1.002957543,0.00356,KELT
19592,2455895.922,1062.922019,0.996502543,0.00353,KELT
19593,2455895.933,1062.932785,0.998707838,0.0035,KELT
19594,2455895.941,1062.940529,1.000009211,0.00334,KELT
19595,2455895.949,1062.948881,0.998150253,0.00331,KELT
19596,2455895.957,1062.957237,1.00208391,0.00328,KELT
19597,2455895.983,1062.983225,1.00488464,0.00379,KELT
19598,2455895.996,1062.996216,1.000506747,0.00358,KELT
19599,2455896.009,1063.009215,1.000294803,0.00359,KELT
19600,2455896.02,1063.019946,1.002600948,0.00343,KELT
19601,2455896.025,1063.02468,0.997883656,0.00337,KELT
19602,2455896.029,1063.029413,0.995230773,0.00336,KELT
19603,2455896.034,1063.034149,0.998085895,0.00343,KELT
19604,2455896.482,1063.481813,1.008571595,0.00342,KELT
19605,2455896.862,1063.861734,1.003983489,0.00369,KELT
19606,2455896.87,1063.869934,0.993972472,0.00357,KELT
19607,2455896.881,1063.880653,0.998891833,0.00345,KELT
19608,2455896.894,1063.893703,0.998450302,0.00345,KELT
19609,2455896.907,1063.906908,0.997963006,0.00343,KELT
19610,2455896.92,1063.920001,0.996989126,0.00341,KELT
19611,2455896.931,1063.930798,0.9968973,0.00349,KELT
19612,2455896.939,1063.938568,0.998426117,0.00361,KELT
19613,2455896.947,1063.946961,0.993911555,0.00378,KELT
19614,2455896.955,1063.955353,0.999125314,0.00375,KELT
19615,2455896.968,1063.968417,1.00346019,0.00389,KELT
19616,2455896.981,1063.981468,1.00127196,0.00381,KELT
19617,2455896.995,1063.994522,0.994250353,0.00378,KELT
19618,2455897.008,1064.007588,0.996046998,0.00356,KELT
19619,2455897.018,1064.018366,0.998858458,0.00356,KELT
19620,2455897.023,1064.023117,1.001622494,0.00342,KELT
19621,2455897.028,1064.027875,1.00100453,0.00347,KELT
19622,2455898.477,1065.477,1.002468494,0.00361,KELT
19623,2455899.469,1066.469274,1.008376538,0.00388,KELT
19624,2455899.491,1066.49066,1.00530706,0.00353,KELT
19625,2455901.469,1068.469457,1.001296579,0.0044,KELT
19626,2455901.479,1068.479081,0.997577701,0.00427,KELT
19627,2455901.491,1068.490871,1.013189622,0.00417,KELT
19628,2455901.506,1068.50558,0.986776351,0.00385,KELT
19629,2455901.517,1068.517252,0.993652964,0.00371,KELT
19630,2455901.529,1068.528946,1.0009001,0.00337,KELT
19631,2455901.539,1068.538578,1.006112935,0.00337,KELT
19632,2455901.55,1068.550335,1.00110293,0.00361,KELT
19633,2455901.567,1068.566796,0.998280139,0.00298,KELT
19634,2455901.574,1068.573555,1.008576047,0.00312,KELT
19635,2455901.58,1068.580235,1.005329858,0.00325,KELT
19636,2455901.587,1068.586946,0.994709704,0.00321,KELT
19637,2455902.469,1069.469431,1.00099229,0.00459,KELT
19638,2455902.481,1069.481287,0.998920055,0.0046,KELT
19639,2455902.495,1069.495363,1.01196789,0.00416,KELT
19640,2455902.507,1069.507101,0.997697152,0.00436,KELT
19641,2455902.519,1069.518865,1.00467763,0.00426,KELT
19642,2455902.531,1069.530594,1.004335312,0.00388,KELT
19643,2455902.54,1069.540229,0.999039668,0.00344,KELT
19644,2455902.552,1069.55154,0.9989792,0.00286,KELT
19645,2455902.559,1069.559013,1.00392334,0.00301,KELT
19646,2455902.571,1069.570884,0.994837981,0.00292,KELT
19647,2455902.578,1069.577628,1.001605042,0.00282,KELT
19648,2455902.584,1069.584374,0.994187603,0.00297,KELT
19649,2455903.937,1070.93746,0.996487488,0.00457,KELT
19650,2455903.948,1070.948269,0.997111848,0.00432,KELT
19651,2455903.966,1070.966113,1.00090311,0.00402,KELT
19652,2455903.977,1070.976848,0.997488489,0.00383,KELT
19653,2455903.988,1070.987583,1.005968204,0.00398,KELT
19654,2455904.456,1071.455805,1.009240645,0.00557,KELT
19655,2455904.468,1071.467591,0.994705988,0.00592,KELT
19656,2455904.479,1071.479381,0.999444615,0.00556,KELT
19657,2455904.493,1071.493413,1.003438436,0.0054,KELT
19658,2455904.505,1071.505146,1.00547374,0.00526,KELT
19659,2455904.517,1071.516888,1.006733992,0.00524,KELT
19660,2455904.529,1071.528649,0.98708541,0.0048,KELT
19661,2455904.54,1071.540361,1.008265095,0.0045,KELT
19662,2455904.557,1071.556864,0.992120216,0.00369,KELT
19663,2455904.569,1071.568778,1.003645971,0.00311,KELT
19664,2455904.816,1071.815988,1.002837456,0.00555,KELT
19665,2455904.821,1071.820706,1.002865167,0.00554,KELT
19666,2455904.825,1071.825412,1.003484249,0.00574,KELT
19667,2455904.83,1071.830132,0.994118968,0.00568,KELT
19668,2455904.835,1071.834852,1.003696858,0.00558,KELT
19669,2455904.84,1071.839583,0.994164752,0.00559,KELT
19670,2455904.844,1071.844301,1.002154156,0.00555,KELT
19671,2455904.849,1071.849018,1.000291301,0.00556,KELT
19672,2455904.854,1071.853737,0.998349146,0.00561,KELT
19673,2455904.861,1071.860935,1.002615794,0.00567,KELT
19674,2455904.868,1071.86812,1.001148522,0.00537,KELT
19675,2455904.875,1071.875312,0.996282281,0.00544,KELT
19676,2455904.89,1071.889705,1.007160392,0.00547,KELT
19677,2455904.897,1071.896904,1.000107049,0.00535,KELT
19678,2455904.904,1071.904096,1.000908795,0.00537,KELT
19679,2455904.912,1071.911899,1.001779352,0.00473,KELT
19680,2455904.918,1071.917963,0.995991951,0.00568,KELT
19681,2455904.924,1071.924038,1.003109013,0.00511,KELT
19682,2455904.93,1071.930106,0.998039928,0.00479,KELT
19683,2455904.941,1071.9408,0.998766455,0.00498,KELT
19684,2455904.952,1071.951506,1.001640947,0.00516,KELT
19685,2455904.962,1071.962203,1.000018423,0.00487,KELT
19686,2455904.984,1071.983602,0.996634361,0.00494,KELT
19687,2455904.992,1071.991939,1.011459473,0.00507,KELT
19688,2455904.998,1071.99772,1.00299814,0.00622,KELT
19689,2455905.003,1072.003482,1.00843604,0.00521,KELT
19690,2455912.583,1079.582773,0.99636942,0.00358,KELT
19691,2455912.587,1079.58727,0.999273688,0.00371,KELT
19692,2455913.43,1080.429979,0.989853066,0.00393,KELT
19693,2455913.442,1080.441851,1.000715744,0.00415,KELT
19694,2455913.452,1080.451527,1.003438436,0.00421,KELT
19695,2455913.466,1080.465582,0.99828543,0.00406,KELT
19696,2455913.475,1080.475207,0.998864854,0.00414,KELT
19697,2455913.485,1080.484823,0.998404966,0.00397,KELT
19698,2455913.494,1080.494444,1.007541011,0.00394,KELT
19699,2455913.504,1080.5041,0.996200448,0.00415,KELT
19700,2455913.512,1080.511617,1.007503892,0.00428,KELT
19701,2455913.519,1080.519143,0.990874684,0.00441,KELT
19702,2455913.526,1080.52632,1.003257782,0.0035,KELT
19703,2455913.533,1080.533121,1.000904143,0.00346,KELT
19704,2455913.54,1080.539912,0.993693234,0.00352,KELT
19705,2455913.547,1080.546751,0.995351255,0.0034,KELT
19706,2455913.554,1080.553557,1.004561581,0.00336,KELT
19707,2455913.56,1080.560342,1.004533823,0.00324,KELT
19708,2455913.567,1080.567116,1.003294746,0.00342,KELT
19709,2455915.424,1082.423883,1.001010729,0.00395,KELT
19710,2455915.436,1082.4357,0.998175101,0.0039,KELT
19711,2455915.447,1082.447482,1.004141075,0.00355,KELT
19712,2455915.464,1082.463685,1.008785271,0.00379,KELT
19713,2455915.475,1082.475375,1.004104082,0.00371,KELT
19714,2455915.487,1082.487074,1.007373988,0.00388,KELT
19715,2455915.499,1082.49882,1.009519547,0.00362,KELT
19716,2455915.508,1082.508414,1.004816441,0.0033,KELT
19717,2455915.518,1082.517629,0.996580522,0.00253,KELT
19718,2455916.429,1083.428939,0.99012661,0.0038,KELT
19719,2455916.439,1083.438597,1.000752613,0.00383,KELT
19720,2455916.45,1083.45037,1.009835729,0.00353,KELT
19721,2455916.464,1083.464218,0.995448353,0.00375,KELT
19722,2455916.476,1083.475945,0.997265356,0.00361,KELT
19723,2455916.488,1083.487697,0.998506123,0.00342,KELT
19724,2455916.497,1083.49728,0.994641859,0.00357,KELT
19725,2455916.509,1083.50903,1.007754468,0.00369,KELT
19726,2455916.525,1083.525398,0.997701026,0.00313,KELT
19727,2455916.537,1083.537243,0.998969999,0.00306,KELT
19728,2455916.549,1083.549108,0.998611213,0.00302,KELT
19729,2455916.561,1083.560977,1.004968787,0.00295,KELT
19730,2455916.571,1083.570565,1.004422799,0.00295,KELT
19731,2455916.575,1083.575057,0.998362897,0.00284,KELT
19732,2455916.58,1083.57953,0.99730595,0.00299,KELT
19733,2455916.586,1083.586201,0.997443749,0.00312,KELT
19734,2455917.42,1084.419546,1.006409511,0.00371,KELT
19735,2455917.431,1084.431317,0.997559325,0.00388,KELT
19736,2455917.443,1084.443119,0.997173509,0.00342,KELT
19737,2455917.457,1084.457099,0.995503365,0.00358,KELT
19738,2455917.471,1084.470838,1.002976442,0.00366,KELT
19739,2455917.483,1084.482501,1.005390397,0.00352,KELT
19740,2455917.494,1084.494167,1.013133632,0.0033,KELT
19741,2455917.506,1084.50585,0.99265591,0.0033,KELT
19742,2455917.522,1084.522284,1.008696822,0.00292,KELT
19743,2455917.534,1084.534149,0.996672319,0.00281,KELT
19744,2455917.546,1084.546056,0.994700542,0.00269,KELT
19745,2455917.558,1084.557951,1.005783695,0.00284,KELT
19746,2455917.568,1084.567595,1.005626218,0.00284,KELT
19747,2455917.577,1084.577254,0.996048265,0.00288,KELT
19748,2455917.584,1084.583999,1.001854163,0.0029,KELT
19749,2455919.42,1086.420008,0.996007784,0.0037,KELT
19750,2455920.417,1087.417486,1.012378078,0.004,KELT
19751,2455920.427,1087.427355,1.000817136,0.00387,KELT
19752,2455920.439,1087.439265,1.004548091,0.00392,KELT
19753,2455920.451,1087.451154,0.989114874,0.00367,KELT
19754,2455920.465,1087.465145,0.999315751,0.00361,KELT
19755,2455920.477,1087.476986,0.993396745,0.00338,KELT
19756,2455920.487,1087.486711,0.996521636,0.00361,KELT
19757,2455920.499,1087.498643,0.988140575,0.0034,KELT
19758,2455920.506,1087.505707,1.00647874,0.00295,KELT
19759,2455920.518,1087.517712,1.006970194,0.00291,KELT
19760,2455920.53,1087.52976,1.003091461,0.00299,KELT
19761,2455920.788,1087.788308,1.0071975,0.00377,KELT
19762,2455920.797,1087.796496,0.997439198,0.00355,KELT
19763,2455920.805,1087.804687,0.992197935,0.00352,KELT
19764,2455920.815,1087.815441,1.002375716,0.00371,KELT
19765,2455920.828,1087.82846,0.992079136,0.0034,KELT
19766,2455920.841,1087.841477,1.005491961,0.00372,KELT
19767,2455920.855,1087.854504,0.987093311,0.0037,KELT
19768,2455920.865,1087.865258,0.993697852,0.00353,KELT
19769,2455920.873,1087.873002,0.998380134,0.00297,KELT
19770,2455920.881,1087.881343,1.000691082,0.00305,KELT
19771,2455920.89,1087.889695,1.00371903,0.00289,KELT
19772,2455920.903,1087.902681,0.999014882,0.00303,KELT
19773,2455920.916,1087.91568,0.999143721,0.00295,KELT
19774,2455920.929,1087.928685,0.99818703,0.00296,KELT
19775,2455920.961,1087.960583,1.002314697,0.00345,KELT
19776,2455921.483,1088.48325,0.99869927,0.00346,KELT
19777,2455921.513,1088.512818,0.994105191,0.00308,KELT
19778,2455921.525,1088.524835,0.995277914,0.00316,KELT
19779,2455921.539,1088.53903,1.005042843,0.00295,KELT
19780,2455921.551,1088.550961,0.99952223,0.00294,KELT
19781,2455921.563,1088.562893,1.005950462,0.00305,KELT
19782,2455921.575,1088.574943,1.002084887,0.00311,KELT
19783,2455921.582,1088.581905,0.997113063,0.00307,KELT
19784,2455921.589,1088.588728,1.004672621,0.00295,KELT
19785,2455922.412,1089.412168,0.99308571,0.00385,KELT
19786,2455922.422,1089.421982,1.001619411,0.0041,KELT
19787,2455922.434,1089.434007,1.003651025,0.00374,KELT
19788,2455922.446,1089.445939,0.995329171,0.00375,KELT
19789,2455922.458,1089.457833,0.997008205,0.00383,KELT
19790,2455922.47,1089.469867,0.997504199,0.00369,KELT
19791,2455922.482,1089.481792,0.995292502,0.0036,KELT
19792,2455922.494,1089.493657,1.008283668,0.00349,KELT
19793,2455922.501,1089.500788,1.002491089,0.00304,KELT
19794,2455922.513,1089.512812,1.000987119,0.00253,KELT
19795,2455922.792,1089.791599,1.004556997,0.00378,KELT
19796,2455922.8,1089.799763,1.00472356,0.00375,KELT
19797,2455922.811,1089.810508,1.00908251,0.00374,KELT
19798,2455922.824,1089.823532,1.000798171,0.0037,KELT
19799,2455922.837,1089.836661,1.000733646,0.00362,KELT
19800,2455922.85,1089.850139,1.000199171,0.00361,KELT
19801,2455922.862,1089.86238,1.00199161,0.00332,KELT
