#   Full data used in Becker et al. 2018
# data sources: K2 campaign 5 (K2 C5)
#               K2 campaign 18 (K2 C18)
#               HATNet survey (HAT)
#               Kelt (KELT)
#               WASP (WASP)
#   Errors are uniquely derived for HAT/KELT/WASP
# data sets. 
#   In the paper, we scale errors so that flat line 
# model has a chi-sq of 1, but that scaling is not
# reflected in this data file. 
#   K2 errors are set to the K2 precision for each 
# K2 campaign.
# Flux and error are normalized.
# BJD and BJD-2454833 are given in days.
#
,BJD,BJD-2454833,Flux,Error,Data_Source
378,2457148.58,2315.5803,0.99996227,3.80E-05,K2 C5
379,2457148.601,2315.6007,1.0000242,3.80E-05,K2 C5
380,2457148.621,2315.6211,1.0000032,3.80E-05,K2 C5
381,2457148.642,2315.6416,1.0000337,3.80E-05,K2 C5
382,2457148.662,2315.662,1.0000304,3.80E-05,K2 C5
383,2457148.682,2315.6824,0.9999508,3.80E-05,K2 C5
384,2457148.703,2315.7029,0.99995578,3.80E-05,K2 C5
385,2457148.723,2315.7233,1.0000291,3.80E-05,K2 C5
386,2457148.744,2315.7437,1.0000235,3.80E-05,K2 C5
387,2457148.764,2315.7642,0.99996998,3.80E-05,K2 C5
388,2457148.785,2315.7846,1.0000292,3.80E-05,K2 C5
389,2457148.805,2315.805,1.0000329,3.80E-05,K2 C5
390,2457148.825,2315.8254,1.0000238,3.80E-05,K2 C5
391,2457148.846,2315.8459,1.0000533,3.80E-05,K2 C5
392,2457148.887,2315.8867,0.99982596,3.80E-05,K2 C5
393,2457148.907,2315.9072,0.9999248,3.80E-05,K2 C5
394,2457148.928,2315.9276,0.99992713,3.80E-05,K2 C5
395,2457148.948,2315.948,1.0000542,3.80E-05,K2 C5
396,2457148.969,2315.9685,0.99997125,3.80E-05,K2 C5
397,2457148.989,2315.9889,0.9999834,3.80E-05,K2 C5
398,2457149.009,2316.0093,1.0000211,3.80E-05,K2 C5
399,2457149.03,2316.0298,0.99995286,3.80E-05,K2 C5
400,2457149.071,2316.0706,1.0000057,3.80E-05,K2 C5
401,2457149.091,2316.0911,1.0000372,3.80E-05,K2 C5
402,2457149.112,2316.1115,1.0000261,3.80E-05,K2 C5
403,2457149.132,2316.1319,0.99997564,3.80E-05,K2 C5
404,2457149.152,2316.1524,1.0000423,3.80E-05,K2 C5
405,2457149.173,2316.1728,1.000135,3.80E-05,K2 C5
406,2457149.193,2316.1932,1.0000389,3.80E-05,K2 C5
407,2457149.214,2316.2137,1.000021,3.80E-05,K2 C5
408,2457149.234,2316.2341,0.99994461,3.80E-05,K2 C5
409,2457149.255,2316.2545,0.99999056,3.80E-05,K2 C5
410,2457149.275,2316.275,0.99996521,3.80E-05,K2 C5
411,2457149.295,2316.2954,1.0000158,3.80E-05,K2 C5
412,2457149.316,2316.3158,0.99999788,3.80E-05,K2 C5
413,2457149.336,2316.3362,0.99994089,3.80E-05,K2 C5
414,2457149.377,2316.3771,0.99998862,3.80E-05,K2 C5
415,2457149.398,2316.3975,1.0000145,3.80E-05,K2 C5
416,2457149.418,2316.418,1.0000062,3.80E-05,K2 C5
417,2457149.459,2316.4588,0.99999273,3.80E-05,K2 C5
418,2457149.479,2316.4793,0.99997151,3.80E-05,K2 C5
419,2457149.5,2316.4997,1.0000648,3.80E-05,K2 C5
420,2457149.52,2316.5201,1.0000614,3.80E-05,K2 C5
421,2457149.541,2316.5406,1.0000305,3.80E-05,K2 C5
422,2457149.561,2316.561,0.99998437,3.80E-05,K2 C5
423,2457149.581,2316.5814,1.0000016,3.80E-05,K2 C5
424,2457149.602,2316.6019,0.99999882,3.80E-05,K2 C5
425,2457149.622,2316.6223,0.99996507,3.80E-05,K2 C5
426,2457149.643,2316.6427,1.0000175,3.80E-05,K2 C5
427,2457149.663,2316.6632,1.000012,3.80E-05,K2 C5
428,2457149.684,2316.6836,1.0000017,3.80E-05,K2 C5
429,2457149.704,2316.704,0.9999718,3.80E-05,K2 C5
430,2457149.725,2316.7245,0.99996639,3.80E-05,K2 C5
431,2457149.745,2316.7449,1.000038,3.80E-05,K2 C5
432,2457149.765,2316.7653,1.000013,3.80E-05,K2 C5
433,2457149.786,2316.7857,0.99997983,3.80E-05,K2 C5
434,2457149.806,2316.8062,0.99997188,3.80E-05,K2 C5
435,2457149.827,2316.8266,0.99999334,3.80E-05,K2 C5
436,2457149.868,2316.8675,0.9999958,3.80E-05,K2 C5
437,2457149.949,2316.9492,1.0000432,3.80E-05,K2 C5
438,2457149.97,2316.9696,0.99996357,3.80E-05,K2 C5
439,2457149.99,2316.9901,0.99999671,3.80E-05,K2 C5
440,2457150.011,2317.0105,0.99997486,3.80E-05,K2 C5
441,2457150.031,2317.0309,0.99997155,3.80E-05,K2 C5
442,2457150.051,2317.0514,0.99997939,3.80E-05,K2 C5
443,2457150.072,2317.0718,0.99994927,3.80E-05,K2 C5
444,2457150.092,2317.0922,0.9999881,3.80E-05,K2 C5
445,2457150.113,2317.1127,1.0000432,3.80E-05,K2 C5
446,2457150.133,2317.1331,0.99999992,3.80E-05,K2 C5
447,2457150.154,2317.1535,0.99996831,3.80E-05,K2 C5
448,2457150.174,2317.174,1.0000628,3.80E-05,K2 C5
449,2457150.194,2317.1944,0.99994095,3.80E-05,K2 C5
450,2457150.215,2317.2148,0.99994684,3.80E-05,K2 C5
451,2457150.235,2317.2353,1.0000629,3.80E-05,K2 C5
452,2457150.256,2317.2557,1.0000359,3.80E-05,K2 C5
453,2457150.276,2317.2761,0.9999837,3.80E-05,K2 C5
454,2457150.297,2317.2965,0.99996835,3.80E-05,K2 C5
455,2457150.317,2317.317,0.9999261,3.80E-05,K2 C5
456,2457150.358,2317.3578,0.99999936,3.80E-05,K2 C5
457,2457150.378,2317.3783,1.0000011,3.80E-05,K2 C5
458,2457150.399,2317.3987,1.0000215,3.80E-05,K2 C5
459,2457150.419,2317.4191,1.0000667,3.80E-05,K2 C5
460,2457150.44,2317.4396,1.0000198,3.80E-05,K2 C5
461,2457150.46,2317.46,1.000089,3.80E-05,K2 C5
462,2457150.48,2317.4804,1.000064,3.80E-05,K2 C5
463,2457150.501,2317.5009,1.0000042,3.80E-05,K2 C5
464,2457150.521,2317.5213,1.0000345,3.80E-05,K2 C5
465,2457150.542,2317.5417,1.0000464,3.80E-05,K2 C5
466,2457150.562,2317.5622,1.0000112,3.80E-05,K2 C5
467,2457150.583,2317.5826,1.0000507,3.80E-05,K2 C5
468,2457150.603,2317.603,1.0000961,3.80E-05,K2 C5
469,2457150.624,2317.6235,1.0000395,3.80E-05,K2 C5
470,2457150.644,2317.6439,1.0000992,3.80E-05,K2 C5
471,2457150.664,2317.6643,0.99997229,3.80E-05,K2 C5
472,2457150.685,2317.6848,0.99995569,3.80E-05,K2 C5
473,2457150.705,2317.7052,0.99995464,3.80E-05,K2 C5
474,2457150.726,2317.7256,0.99991697,3.80E-05,K2 C5
475,2457150.746,2317.746,0.9999359,3.80E-05,K2 C5
476,2457150.767,2317.7665,0.99994001,3.80E-05,K2 C5
477,2457150.787,2317.7869,0.99986907,3.80E-05,K2 C5
478,2457150.807,2317.8073,0.99983495,3.80E-05,K2 C5
479,2457150.848,2317.8482,1.000015,3.80E-05,K2 C5
480,2457150.869,2317.8686,1.0000142,3.80E-05,K2 C5
481,2457150.889,2317.8891,1.000034,3.80E-05,K2 C5
482,2457150.91,2317.9095,0.99999018,3.80E-05,K2 C5
483,2457150.93,2317.9299,0.99999149,3.80E-05,K2 C5
484,2457150.95,2317.9504,1.0000567,3.80E-05,K2 C5
485,2457150.971,2317.9708,0.99996527,3.80E-05,K2 C5
486,2457150.991,2317.9912,0.99995264,3.80E-05,K2 C5
487,2457151.012,2318.0117,0.99994343,3.80E-05,K2 C5
488,2457151.032,2318.0321,0.99997423,3.80E-05,K2 C5
489,2457151.053,2318.0525,0.99993379,3.80E-05,K2 C5
490,2457151.093,2318.0934,1.0000615,3.80E-05,K2 C5
491,2457151.114,2318.1138,0.99997934,3.80E-05,K2 C5
492,2457151.134,2318.1343,1.0000328,3.80E-05,K2 C5
493,2457151.155,2318.1547,1.0000483,3.80E-05,K2 C5
494,2457151.175,2318.1751,1.0000709,3.80E-05,K2 C5
495,2457151.196,2318.1955,1.0000272,3.80E-05,K2 C5
496,2457151.216,2318.216,1.0000292,3.80E-05,K2 C5
497,2457151.236,2318.2364,1.000028,3.80E-05,K2 C5
498,2457151.257,2318.2568,1.0000225,3.80E-05,K2 C5
499,2457151.277,2318.2773,1.0000167,3.80E-05,K2 C5
500,2457151.298,2318.2977,1.0000443,3.80E-05,K2 C5
501,2457151.359,2318.359,1.0000003,3.80E-05,K2 C5
502,2457151.379,2318.3794,0.99997923,3.80E-05,K2 C5
503,2457151.4,2318.3999,1.0000463,3.80E-05,K2 C5
504,2457151.42,2318.4203,0.99998784,3.80E-05,K2 C5
505,2457151.441,2318.4407,1.0000312,3.80E-05,K2 C5
506,2457151.461,2318.4612,0.99998372,3.80E-05,K2 C5
507,2457151.482,2318.4816,1.0000054,3.80E-05,K2 C5
508,2457151.502,2318.502,0.99996552,3.80E-05,K2 C5
509,2457151.523,2318.5225,0.99998021,3.80E-05,K2 C5
510,2457151.584,2318.5838,1.0000308,3.80E-05,K2 C5
511,2457151.604,2318.6042,1.0000423,3.80E-05,K2 C5
512,2457151.625,2318.6246,0.99999697,3.80E-05,K2 C5
513,2457151.645,2318.6451,1.0000028,3.80E-05,K2 C5
514,2457151.666,2318.6655,0.99996756,3.80E-05,K2 C5
515,2457151.686,2318.6859,1.0000172,3.80E-05,K2 C5
516,2457151.706,2318.7063,0.99998878,3.80E-05,K2 C5
517,2457151.727,2318.7268,0.99992242,3.80E-05,K2 C5
518,2457151.747,2318.7472,0.99997741,3.80E-05,K2 C5
519,2457151.768,2318.7676,1.0000174,3.80E-05,K2 C5
520,2457151.788,2318.7881,1.0000025,3.80E-05,K2 C5
521,2457151.829,2318.8289,0.99999898,3.80E-05,K2 C5
522,2457151.849,2318.8494,1.0000109,3.80E-05,K2 C5
523,2457151.87,2318.8698,0.99999929,3.80E-05,K2 C5
524,2457151.89,2318.8902,0.99998402,3.80E-05,K2 C5
525,2457151.911,2318.9107,0.99995404,3.80E-05,K2 C5
526,2457151.931,2318.9311,0.99999796,3.80E-05,K2 C5
527,2457151.952,2318.9515,0.99999017,3.80E-05,K2 C5
528,2457151.972,2318.972,0.99999841,3.80E-05,K2 C5
529,2457151.992,2318.9924,0.99995754,3.80E-05,K2 C5
530,2457152.013,2319.0128,1.0000105,3.80E-05,K2 C5
531,2457152.033,2319.0333,1.0000136,3.80E-05,K2 C5
532,2457152.074,2319.0741,1.0000283,3.80E-05,K2 C5
533,2457152.095,2319.0946,0.99999609,3.80E-05,K2 C5
534,2457152.115,2319.115,0.99996772,3.80E-05,K2 C5
535,2457152.135,2319.1354,1.0000069,3.80E-05,K2 C5
536,2457152.156,2319.1558,1.0000639,3.80E-05,K2 C5
537,2457152.176,2319.1763,0.99990158,3.80E-05,K2 C5
538,2457152.197,2319.1967,0.99969763,3.80E-05,K2 C5
539,2457152.217,2319.2171,0.99968437,3.80E-05,K2 C5
540,2457152.238,2319.2376,0.99959172,3.80E-05,K2 C5
541,2457152.258,2319.258,0.9995972,3.80E-05,K2 C5
542,2457152.278,2319.2784,0.99968127,3.80E-05,K2 C5
543,2457152.299,2319.2989,0.99963883,3.80E-05,K2 C5
544,2457152.319,2319.3193,0.99960756,3.80E-05,K2 C5
545,2457152.34,2319.3397,0.99964239,3.80E-05,K2 C5
546,2457152.36,2319.3602,0.99967261,3.80E-05,K2 C5
547,2457152.381,2319.3806,0.99978317,3.80E-05,K2 C5
548,2457152.401,2319.401,1.0000549,3.80E-05,K2 C5
549,2457152.422,2319.4215,1.0000199,3.80E-05,K2 C5
550,2457152.442,2319.4419,1.0000708,3.80E-05,K2 C5
551,2457152.462,2319.4623,1.000066,3.80E-05,K2 C5
552,2457152.483,2319.4828,1.0000308,3.80E-05,K2 C5
553,2457152.503,2319.5032,1.0000279,3.80E-05,K2 C5
554,2457152.524,2319.5236,0.99993934,3.80E-05,K2 C5
555,2457152.565,2319.5645,1.000002,3.80E-05,K2 C5
556,2457152.585,2319.5849,0.99998409,3.80E-05,K2 C5
557,2457152.605,2319.6053,1.000048,3.80E-05,K2 C5
558,2457152.626,2319.6258,1.000005,3.80E-05,K2 C5
559,2457152.646,2319.6462,0.99999989,3.80E-05,K2 C5
560,2457152.667,2319.6666,1.0000148,3.80E-05,K2 C5
561,2457152.687,2319.6871,0.99999543,3.80E-05,K2 C5
562,2457152.708,2319.7075,0.99997417,3.80E-05,K2 C5
563,2457152.728,2319.7279,0.99997539,3.80E-05,K2 C5
564,2457152.748,2319.7484,1.0000182,3.80E-05,K2 C5
565,2457152.769,2319.7688,1.0000289,3.80E-05,K2 C5
566,2457152.81,2319.8097,0.99998159,3.80E-05,K2 C5
567,2457152.83,2319.8301,0.99993522,3.80E-05,K2 C5
568,2457152.851,2319.8505,0.9999452,3.80E-05,K2 C5
569,2457152.871,2319.871,1.0000128,3.80E-05,K2 C5
570,2457152.891,2319.8914,0.9999448,3.80E-05,K2 C5
571,2457152.912,2319.9118,0.9999643,3.80E-05,K2 C5
572,2457152.932,2319.9323,0.99994863,3.80E-05,K2 C5
573,2457152.953,2319.9527,1.0000009,3.80E-05,K2 C5
574,2457152.973,2319.9731,0.99996266,3.80E-05,K2 C5
575,2457152.994,2319.9936,0.99994009,3.80E-05,K2 C5
576,2457153.014,2320.014,0.99999376,3.80E-05,K2 C5
577,2457153.034,2320.0344,0.99998644,3.80E-05,K2 C5
578,2457153.055,2320.0549,0.9999737,3.80E-05,K2 C5
579,2457153.075,2320.0753,0.99997896,3.80E-05,K2 C5
580,2457153.096,2320.0957,1.0000116,3.80E-05,K2 C5
581,2457153.116,2320.1161,1.000003,3.80E-05,K2 C5
582,2457153.137,2320.1366,1.0000756,3.80E-05,K2 C5
583,2457153.157,2320.157,1.0000464,3.80E-05,K2 C5
584,2457153.177,2320.1774,1.0000345,3.80E-05,K2 C5
585,2457153.198,2320.1979,1.0000663,3.80E-05,K2 C5
586,2457153.218,2320.2183,1.0000705,3.80E-05,K2 C5
587,2457153.259,2320.2592,1.0001146,3.80E-05,K2 C5
588,2457153.3,2320.3,0.99996516,3.80E-05,K2 C5
589,2457153.321,2320.3205,0.99995718,3.80E-05,K2 C5
590,2457153.341,2320.3409,0.99998402,3.80E-05,K2 C5
591,2457153.361,2320.3613,0.99995324,3.80E-05,K2 C5
592,2457153.382,2320.3818,1.000008,3.80E-05,K2 C5
593,2457153.402,2320.4022,1.0000568,3.80E-05,K2 C5
594,2457153.423,2320.4226,0.99997029,3.80E-05,K2 C5
595,2457153.443,2320.4431,0.99997334,3.80E-05,K2 C5
596,2457153.464,2320.4635,1.0000362,3.80E-05,K2 C5
597,2457153.484,2320.4839,1.0000357,3.80E-05,K2 C5
598,2457153.504,2320.5044,1.0000199,3.80E-05,K2 C5
599,2457153.525,2320.5248,0.99994558,3.80E-05,K2 C5
600,2457153.545,2320.5452,1.0000404,3.80E-05,K2 C5
601,2457153.566,2320.5656,0.99997741,3.80E-05,K2 C5
602,2457153.586,2320.5861,0.9999709,3.80E-05,K2 C5
603,2457153.607,2320.6065,0.99995235,3.80E-05,K2 C5
604,2457153.627,2320.6269,0.99994906,3.80E-05,K2 C5
605,2457153.647,2320.6474,0.99996129,3.80E-05,K2 C5
606,2457153.668,2320.6678,0.99997536,3.80E-05,K2 C5
607,2457153.688,2320.6882,1.0000498,3.80E-05,K2 C5
608,2457153.709,2320.7087,1.0000346,3.80E-05,K2 C5
609,2457153.729,2320.7291,1.0000591,3.80E-05,K2 C5
610,2457153.75,2320.7495,1.000066,3.80E-05,K2 C5
611,2457153.79,2320.7904,0.99998787,3.80E-05,K2 C5
612,2457153.811,2320.8108,0.99996746,3.80E-05,K2 C5
613,2457153.831,2320.8313,0.99998104,3.80E-05,K2 C5
614,2457153.852,2320.8517,1.0000275,3.80E-05,K2 C5
615,2457153.872,2320.8721,1.0000123,3.80E-05,K2 C5
616,2457153.893,2320.8926,0.99998597,3.80E-05,K2 C5
617,2457153.913,2320.913,1.0000321,3.80E-05,K2 C5
618,2457153.933,2320.9334,0.99993833,3.80E-05,K2 C5
619,2457153.954,2320.9539,0.9999848,3.80E-05,K2 C5
620,2457153.974,2320.9743,0.99994856,3.80E-05,K2 C5
621,2457153.995,2320.9947,0.99995003,3.80E-05,K2 C5
622,2457154.015,2321.0151,1.0000373,3.80E-05,K2 C5
623,2457154.036,2321.0356,0.99997514,3.80E-05,K2 C5
624,2457154.056,2321.056,0.99999945,3.80E-05,K2 C5
625,2457154.076,2321.0764,1.0000059,3.80E-05,K2 C5
626,2457154.097,2321.0969,0.99997962,3.80E-05,K2 C5
627,2457154.117,2321.1173,1.0000685,3.80E-05,K2 C5
628,2457154.138,2321.1377,1.0000584,3.80E-05,K2 C5
629,2457154.158,2321.1582,0.99990545,3.80E-05,K2 C5
630,2457154.179,2321.1786,0.99999793,3.80E-05,K2 C5
631,2457154.199,2321.199,0.99999081,3.80E-05,K2 C5
632,2457154.22,2321.2195,0.99994678,3.80E-05,K2 C5
633,2457154.24,2321.2399,0.9999628,3.80E-05,K2 C5
634,2457154.281,2321.2808,1.0000628,3.80E-05,K2 C5
635,2457154.301,2321.3012,1.0000691,3.80E-05,K2 C5
636,2457154.322,2321.3216,1.0000652,3.80E-05,K2 C5
637,2457154.342,2321.3421,1.0000104,3.80E-05,K2 C5
638,2457154.363,2321.3625,0.99996974,3.80E-05,K2 C5
639,2457154.383,2321.3829,0.99995801,3.80E-05,K2 C5
640,2457154.403,2321.4034,0.99999098,3.80E-05,K2 C5
641,2457154.424,2321.4238,1.0000398,3.80E-05,K2 C5
642,2457154.444,2321.4442,1.0000143,3.80E-05,K2 C5
643,2457154.465,2321.4646,1.0000187,3.80E-05,K2 C5
644,2457154.485,2321.4851,1.0000257,3.80E-05,K2 C5
645,2457154.506,2321.5055,1.0000206,3.80E-05,K2 C5
646,2457154.526,2321.5259,1.00001,3.80E-05,K2 C5
647,2457154.546,2321.5464,0.99995691,3.80E-05,K2 C5
648,2457154.567,2321.5668,0.99999614,3.80E-05,K2 C5
649,2457154.587,2321.5872,1.0000356,3.80E-05,K2 C5
650,2457154.608,2321.6077,1.0000154,3.80E-05,K2 C5
651,2457154.628,2321.6281,1.0000022,3.80E-05,K2 C5
652,2457154.649,2321.6485,0.99996626,3.80E-05,K2 C5
653,2457154.669,2321.669,0.99999671,3.80E-05,K2 C5
654,2457154.689,2321.6894,1.0000276,3.80E-05,K2 C5
655,2457154.71,2321.7098,0.99997952,3.80E-05,K2 C5
656,2457154.73,2321.7303,0.99996786,3.80E-05,K2 C5
657,2457154.771,2321.7711,0.99999351,3.80E-05,K2 C5
658,2457154.792,2321.7916,1.0000362,3.80E-05,K2 C5
659,2457154.812,2321.812,0.99999122,3.80E-05,K2 C5
660,2457154.832,2321.8324,0.99996095,3.80E-05,K2 C5
661,2457154.853,2321.8529,0.99998407,3.80E-05,K2 C5
662,2457154.873,2321.8733,0.99995958,3.80E-05,K2 C5
663,2457154.894,2321.8937,0.99998717,3.80E-05,K2 C5
664,2457154.914,2321.9141,0.99999448,3.80E-05,K2 C5
665,2457154.935,2321.9346,0.99997663,3.80E-05,K2 C5
666,2457154.955,2321.955,0.99997765,3.80E-05,K2 C5
667,2457154.975,2321.9754,0.99997547,3.80E-05,K2 C5
668,2457154.996,2321.9959,0.99999869,3.80E-05,K2 C5
669,2457155.016,2322.0163,1.0000175,3.80E-05,K2 C5
670,2457155.037,2322.0367,1.0000095,3.80E-05,K2 C5
671,2457155.057,2322.0572,1.0000472,3.80E-05,K2 C5
672,2457155.078,2322.0776,1.0000176,3.80E-05,K2 C5
673,2457155.098,2322.098,1.0000013,3.80E-05,K2 C5
674,2457155.119,2322.1185,1.0000349,3.80E-05,K2 C5
675,2457155.139,2322.1389,0.99998354,3.80E-05,K2 C5
676,2457155.159,2322.1593,0.99999206,3.80E-05,K2 C5
677,2457155.18,2322.1798,1.0000062,3.80E-05,K2 C5
678,2457155.2,2322.2002,0.99998477,3.80E-05,K2 C5
679,2457155.221,2322.2206,1.0000566,3.80E-05,K2 C5
680,2457155.262,2322.2615,0.99999202,3.80E-05,K2 C5
681,2457155.282,2322.2819,1.0000427,3.80E-05,K2 C5
682,2457155.302,2322.3024,0.99998782,3.80E-05,K2 C5
683,2457155.323,2322.3228,0.99996059,3.80E-05,K2 C5
684,2457155.343,2322.3432,1.0000047,3.80E-05,K2 C5
685,2457155.364,2322.3636,0.99997578,3.80E-05,K2 C5
686,2457155.384,2322.3841,1.0000184,3.80E-05,K2 C5
687,2457155.405,2322.4045,1.0000406,3.80E-05,K2 C5
688,2457155.425,2322.4249,1.0000053,3.80E-05,K2 C5
689,2457155.445,2322.4454,1.0000378,3.80E-05,K2 C5
690,2457155.466,2322.4658,1.0000019,3.80E-05,K2 C5
691,2457155.486,2322.4862,0.99994741,3.80E-05,K2 C5
692,2457155.507,2322.5067,1.0000025,3.80E-05,K2 C5
693,2457155.527,2322.5271,0.99995846,3.80E-05,K2 C5
694,2457155.548,2322.5475,0.99996909,3.80E-05,K2 C5
695,2457155.568,2322.568,1.0000625,3.80E-05,K2 C5
696,2457155.588,2322.5884,0.99996106,3.80E-05,K2 C5
697,2457155.609,2322.6088,0.99992898,3.80E-05,K2 C5
698,2457155.629,2322.6293,1.0000066,3.80E-05,K2 C5
699,2457155.65,2322.6497,1.000036,3.80E-05,K2 C5
700,2457155.67,2322.6701,1.0000253,3.80E-05,K2 C5
701,2457155.691,2322.6906,1.0000149,3.80E-05,K2 C5
702,2457155.711,2322.711,1.0000226,3.80E-05,K2 C5
703,2457155.752,2322.7519,1.0000235,3.80E-05,K2 C5
704,2457155.772,2322.7723,0.99995785,3.80E-05,K2 C5
705,2457155.793,2322.7927,0.99995,3.80E-05,K2 C5
706,2457155.813,2322.8131,0.9999702,3.80E-05,K2 C5
707,2457155.834,2322.8336,0.99999261,3.80E-05,K2 C5
708,2457155.854,2322.854,1.0000227,3.80E-05,K2 C5
709,2457155.874,2322.8744,0.99999154,3.80E-05,K2 C5
710,2457155.895,2322.8949,1.0000311,3.80E-05,K2 C5
711,2457155.915,2322.9153,0.99997886,3.80E-05,K2 C5
712,2457155.936,2322.9357,1.0000289,3.80E-05,K2 C5
713,2457155.956,2322.9562,0.99997006,3.80E-05,K2 C5
714,2457155.977,2322.9766,0.99997947,3.80E-05,K2 C5
715,2457155.997,2322.997,0.99997967,3.80E-05,K2 C5
716,2457156.018,2323.0175,1.000027,3.80E-05,K2 C5
717,2457156.038,2323.0379,0.99999777,3.80E-05,K2 C5
718,2457156.058,2323.0583,1.0000289,3.80E-05,K2 C5
719,2457156.079,2323.0788,1.0000425,3.80E-05,K2 C5
720,2457156.099,2323.0992,1.0000028,3.80E-05,K2 C5
721,2457156.12,2323.1196,1.0000189,3.80E-05,K2 C5
722,2457156.14,2323.1401,1.0000748,3.80E-05,K2 C5
723,2457156.161,2323.1605,1.0000316,3.80E-05,K2 C5
724,2457156.181,2323.1809,1.0000372,3.80E-05,K2 C5
725,2457156.201,2323.2014,1.0000514,3.80E-05,K2 C5
726,2457156.242,2323.2422,0.99995975,3.80E-05,K2 C5
727,2457156.263,2323.2626,0.99995602,3.80E-05,K2 C5
728,2457156.283,2323.2831,1.0000313,3.80E-05,K2 C5
729,2457156.304,2323.3035,0.99992811,3.80E-05,K2 C5
730,2457156.324,2323.3239,0.99993253,3.80E-05,K2 C5
731,2457156.344,2323.3444,1.0000308,3.80E-05,K2 C5
732,2457156.365,2323.3648,0.99998946,3.80E-05,K2 C5
733,2457156.385,2323.3852,0.99997543,3.80E-05,K2 C5
734,2457156.406,2323.4057,1.0000037,3.80E-05,K2 C5
735,2457156.426,2323.4261,0.99996688,3.80E-05,K2 C5
736,2457156.447,2323.4465,0.99998066,3.80E-05,K2 C5
737,2457156.467,2323.467,0.99994742,3.80E-05,K2 C5
738,2457156.487,2323.4874,0.99995391,3.80E-05,K2 C5
739,2457156.508,2323.5078,1.0000491,3.80E-05,K2 C5
740,2457156.528,2323.5283,0.99999817,3.80E-05,K2 C5
741,2457156.549,2323.5487,1.000005,3.80E-05,K2 C5
742,2457156.569,2323.5691,1.0000034,3.80E-05,K2 C5
743,2457156.59,2323.5896,0.99999775,3.80E-05,K2 C5
744,2457156.61,2323.61,0.99994592,3.80E-05,K2 C5
745,2457156.63,2323.6304,1.0000402,3.80E-05,K2 C5
746,2457156.651,2323.6509,0.99997517,3.80E-05,K2 C5
747,2457156.671,2323.6713,0.99998687,3.80E-05,K2 C5
748,2457156.692,2323.6917,1.0000278,3.80E-05,K2 C5
749,2457156.733,2323.7326,1.0000021,3.80E-05,K2 C5
750,2457156.753,2323.753,0.99999449,3.80E-05,K2 C5
751,2457156.773,2323.7734,1.0000294,3.80E-05,K2 C5
752,2457156.814,2323.8143,1.0000123,3.80E-05,K2 C5
753,2457156.835,2323.8347,1.0000042,3.80E-05,K2 C5
754,2457156.855,2323.8552,0.99999718,3.80E-05,K2 C5
755,2457156.876,2323.8756,0.99999964,3.80E-05,K2 C5
756,2457156.896,2323.896,1.0000016,3.80E-05,K2 C5
757,2457156.917,2323.9165,1.000092,3.80E-05,K2 C5
758,2457156.937,2323.9369,1.000072,3.80E-05,K2 C5
759,2457156.957,2323.9573,1.000008,3.80E-05,K2 C5
760,2457156.978,2323.9778,1.000075,3.80E-05,K2 C5
761,2457156.998,2323.9982,0.99998833,3.80E-05,K2 C5
762,2457157.019,2324.0186,0.9999492,3.80E-05,K2 C5
763,2457157.039,2324.0391,0.99995408,3.80E-05,K2 C5
764,2457157.06,2324.0595,0.99998056,3.80E-05,K2 C5
765,2457157.08,2324.0799,0.9999995,3.80E-05,K2 C5
766,2457157.1,2324.1004,1.0000049,3.80E-05,K2 C5
767,2457157.121,2324.1208,0.99996417,3.80E-05,K2 C5
768,2457157.141,2324.1412,1.0000155,3.80E-05,K2 C5
769,2457157.162,2324.1616,0.99996531,3.80E-05,K2 C5
770,2457157.182,2324.1821,1.0000777,3.80E-05,K2 C5
771,2457157.243,2324.2434,1.0000039,3.80E-05,K2 C5
772,2457157.264,2324.2638,0.99998029,3.80E-05,K2 C5
773,2457157.284,2324.2842,0.99998261,3.80E-05,K2 C5
774,2457157.305,2324.3047,0.99998708,3.80E-05,K2 C5
775,2457157.325,2324.3251,1.0000123,3.80E-05,K2 C5
776,2457157.346,2324.3455,0.99995646,3.80E-05,K2 C5
777,2457157.366,2324.366,0.99996152,3.80E-05,K2 C5
778,2457157.386,2324.3864,1.0000106,3.80E-05,K2 C5
779,2457157.407,2324.4068,0.99992512,3.80E-05,K2 C5
780,2457157.427,2324.4273,1.0000717,3.80E-05,K2 C5
781,2457157.448,2324.4477,0.99996623,3.80E-05,K2 C5
782,2457157.468,2324.4681,0.99999463,3.80E-05,K2 C5
783,2457157.489,2324.4886,1.0000118,3.80E-05,K2 C5
784,2457157.509,2324.509,1.0000222,3.80E-05,K2 C5
785,2457157.529,2324.5294,0.99999577,3.80E-05,K2 C5
786,2457157.55,2324.5499,1.00005,3.80E-05,K2 C5
787,2457157.57,2324.5703,1.0000233,3.80E-05,K2 C5
788,2457157.591,2324.5907,0.99995839,3.80E-05,K2 C5
789,2457157.611,2324.6111,0.99989186,3.80E-05,K2 C5
790,2457157.632,2324.6316,0.99995501,3.80E-05,K2 C5
791,2457157.652,2324.652,1.0000046,3.80E-05,K2 C5
792,2457157.672,2324.6724,1.0000505,3.80E-05,K2 C5
793,2457157.713,2324.7133,0.99998882,3.80E-05,K2 C5
794,2457157.734,2324.7337,0.99997672,3.80E-05,K2 C5
795,2457157.754,2324.7542,1.0000345,3.80E-05,K2 C5
